Sentence,Entity,Sentiment
"while the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.",ambience,negative
i've lived in nyc all my life and had never before seen so many waterbugs in one place (except in a really bad dream).,ambience,negative
winnie and her staff are the best crew you can find serving you.,service,positive
"the ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.",ambience,positive
you can even get packages of the chutneys to stock your fridge!,food,positive
you can even get packages of the chutneys to stock your fridge!,service,positive
the bar has various selections and the mixed drink special is a catcher! 2 for 1's.,food,positive
"if it isn't for the food (a+++), it must be the service or the ambience.",food,positive
"if it isn't for the food (a+++), it must be the service or the ambience.",ambience,positive
"if it isn't for the food (a+++), it must be the service or the ambience.",service,positive
"during the course of the past 3 months, the chef and staff changed and it was not for the better.",food,negative
"during the course of the past 3 months, the chef and staff changed and it was not for the better.",service,negative
"i like the ambience, it's very dark and original.",ambience,positive
not the typical nyc gimmick theme restaurant.,ambience,positive
"overall, not worth the money.",price,negative
this place is not worth the prices.,price,negative
everything that happened was not even up to mediocre.,anecdotes,negative
our last time there a few weeks ago was early at 5pm and it was very crowded and noisy.,ambience,negative
pick a bagel has the best bagels in the city.,food,positive
it is one the nicest outdoor restaurants i have ever seen in ny--i am from italy and this place rivals the ones in my country.,ambience,positive
yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.,ambience,negative
"the last two times i ordered from here my food was soo spicy that  i could barely eat it, and the spice took away from the flavor of the dish.",food,negative
the fried dumplings are great!,food,positive
this place has the best chinese style bbq ribs in the city.,food,positive
i've been frequenting the tasting room since it first arrived in the east village and i've never been disappointed.,anecdotes,positive
"we figured we never had argentinian pizza before so we grabbed our lunch there, sharing a large pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",food,positive
heartland brewery is a great way to start or finish your day.,anecdotes,positive
the 'kamasutra' and 'bombay cosmopolitan' are excellent and will have you tipsy in no time.,food,positive
this is the perfect date spot for williamsburg couples.,anecdotes,positive
"$6 and there is much tasty food, all of it fresh and continually refilled.",price,positive
"$6 and there is much tasty food, all of it fresh and continually refilled.",food,positive
"just straight up cheap, good food.",price,positive
"just straight up cheap, good food.",food,positive
another welcome addition to the neighborhood.,anecdotes,positive
"even with a relatively inexpensive botle of wine, if you can call $70.00 inexpensive, the cost is through the roof for better than average fare.",price,negative
steamed fresh so brought hot hot hot to your table.,food,positive
the steak was very fatty and the sauce was overpowering and not very tasty.,food,negative
